City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
151,los llanos de aridane,28.6585,-17.9182,17.86,87,75,7.72,ES,1679078227
152,funadhoo,6.15,73.2667,27.6,77,100,2.46,MV,1679078228
153,pangnirtung,66.1451,-65.7125,-22.0,64,0,2.57,CA,1679078228
154,mapimi,25.8167,-103.85,23.69,21,23,1.98,MX,1679078229
155,comodoro rivadavia,-45.8667,-67.5,18.92,18,0,4.12,AR,1679078229
156,chokurdakh,70.6333,147.9167,-13.28,96,96,3.59,RU,1679078230
157,le passage,44.2014,0.6028,15.08,67,0,5.66,FR,1679078230
158,butaritari,3.0707,172.7902,26.8,74,99,2.28,KI,1679078231
159,cherskiy,68.75,161.3,-4.29,78,100,8.55,RU,1679078231
160,isangel,-19.55,169.2667,25.96,86,72,4.82,VU,1679078231
161,coihaique,-45.5752,-72.0662,13.97,47,0,2.06,CL,1679078232
162,palmer,42.1584,-72.3287,13.45,52,75,3.58,US,1679078063
163,laguna,38.421,-121.4238,18.94,64,0,3.6,US,1679078177
164,berlevag,70.8578,29.0864,-9.0,79,20,5.14,NO,1679078233
165,cabo san lucas,22.8909,-109.9124,28.12,50,0,4.12,MX,1679077987
166,clyde river,70.4692,-68.5914,-24.87,77,20,5.66,CA,1679078233
167,qui nhon,13.7667,109.2333,22.67,82,100,2.03,VN,1679078234
168,maceio,-9.6658,-35.7353,30.69,62,40,6.17,BR,1679078009
169,jacareacanga,-6.2222,-57.7528,22.52,98,100,0.95,BR,1679078234
170,kodiak,57.79,-152.4072,-2.27,86,100,10.29,US,1679078235
171,moron,-34.6534,-58.6198,34.44,57,2,2.93,AR,1679078235
172,bjelovar,45.8986,16.8489,4.59,60,49,1.64,HR,1679078236
173,eyl,7.9803,49.8164,26.69,83,19,5.4,SO,1679078236
174,kaka,37.3482,59.6143,17.1,48,6,3.55,TM,1679078237
175,fare,-16.7,-151.0167,27.68,76,100,6.97,PF,1679078237
176,torbay,47.6666,-52.7314,2.44,96,100,6.17,CA,1679078166
177,talnakh,69.4865,88.3972,-27.27,100,100,1.64,RU,1679077994
178,simpsonville,34.7371,-82.2543,15.18,94,100,7.2,US,1679078238
179,pontes e lacerda,-15.2261,-59.3353,26.64,80,100,1.02,BR,1679078239
180,bonfim,3.0833,-59.95,32.97,29,89,3.39,BR,1679078239
181,ballina,-28.8667,153.5667,21.12,99,36,3.06,AU,1679078240
182,minab,27.1467,57.0801,22.58,65,0,3.43,IR,1679078240
183,teguise,29.0605,-13.564,18.12,60,75,9.77,ES,1679077982
184,marienburg,54.0359,19.0266,6.6,58,100,7.04,PL,1679078241
185,kyenjojo,0.6328,30.6214,15.26,98,98,1.0,UG,1679078242
186,ostrovnoy,68.0531,39.5131,-9.55,91,32,6.8,RU,1679078243
187,talara,-4.5772,-81.2719,31.42,62,40,4.63,PE,1679078243
188,beira,-19.8436,34.8389,25.05,94,20,1.54,MZ,1679078244
189,itarema,-2.9248,-39.9167,25.5,84,100,3.37,BR,1679078244
190,beyneu,45.3167,55.2,8.18,46,0,6.44,KZ,1679078245
191,petropavlovsk-kamchatskiy,53.0452,158.6483,0.33,93,100,8.0,RU,1679078245
192,asadabad,34.7824,48.1185,7.97,69,0,2.23,IR,1679078246
193,narasapur,16.45,81.6667,23.5,76,96,2.66,IN,1679078246
194,bakchar,57.0186,82.0711,-6.31,92,19,3.32,RU,1679078246
195,hokitika,-42.7167,170.9667,11.44,86,10,1.69,NZ,1679078247
196,gavle,60.6745,17.1417,1.86,93,100,0.89,SE,1679078247
197,san jose,37.3394,-121.895,17.7,63,40,1.34,US,1679078215
198,sao jose da coroa grande,-8.8978,-35.1478,27.97,68,83,4.83,BR,1679078248
199,khvoynaya,58.9,34.5333,-11.01,99,58,1.3,RU,1679078248
200,nioro,13.35,-15.75,34.2,22,3,4.53,GM,1679078249
201,mitu,1.1983,-70.1733,35.38,30,6,1.62,CO,1679078249
202,flinders,-34.5833,150.8552,22.43,83,22,2.68,AU,1679078250
203,skjervoy,70.0311,20.9714,-7.0,69,0,9.52,NO,1679078250
204,ilulissat,69.2167,-51.1,-9.99,48,20,3.6,GL,1679078251
205,mkushi,-13.6202,29.3939,15.92,97,88,1.63,ZM,1679078251
206,severo-kurilsk,50.6789,156.125,-2.77,72,46,6.88,RU,1679078251
207,kailua,21.4022,-157.7394,25.99,84,20,0.0,US,1679077973
208,astoria,46.1879,-123.8313,13.57,52,0,3.09,US,1679078159
209,turayf,31.6725,38.6637,17.14,31,0,4.12,SA,1679078252
210,kalmunai,7.4167,81.8167,25.39,86,10,1.51,LK,1679078253
211,kaitangata,-46.2817,169.8464,6.92,87,4,3.0,NZ,1679078253
212,mar del plata,-38.0023,-57.5575,29.35,74,40,4.12,AR,1679078254
213,yinchuan,38.4681,106.2731,3.69,31,5,3.46,CN,1679078013
214,honiara,-9.4333,159.95,24.87,88,100,0.62,SB,1679078133
215,kisangani,0.5167,25.2,20.63,99,100,0.88,CD,1679078254
216,victoria,22.2855,114.1577,22.19,87,0,1.79,HK,1679078255
217,yerbogachen,61.2767,108.0108,-0.88,94,100,5.64,RU,1679078255
218,barroquinha,-3.0189,-41.1361,26.25,81,98,2.43,BR,1679078256
219,pak phanang,8.3511,100.202,24.99,78,27,2.62,TH,1679078256
220,bubaque,11.2833,-15.8333,25.02,78,96,9.56,GW,1679078256
221,ouadda,8.0777,22.4007,24.27,38,71,1.37,CF,1679078257
222,vardo,70.3705,31.1107,-10.01,73,0,6.69,NO,1679078257
223,buala,-8.145,159.5921,26.1,82,72,2.12,SB,1679078258
224,tuatapere,-46.1333,167.6833,9.42,79,82,1.79,NZ,1679078258
225,el retorno,2.3302,-72.6276,35.06,30,70,2.48,CO,1679078259
226,bhim tal,29.35,79.5667,11.4,55,60,1.74,IN,1679078259
227,aklavik,68.2191,-135.0107,-30.0,76,40,1.54,CA,1679078259
228,vestmannaeyjar,63.4427,-20.2734,1.55,51,0,2.57,IS,1679078260
229,saint george,37.1041,-113.5841,11.91,40,0,2.06,US,1679077984
230,avera,33.194,-82.5271,22.73,66,100,7.9,US,1679078260
231,ketchikan,55.3422,-131.6461,4.26,70,0,3.09,US,1679078261
232,bangui,4.3612,18.555,25.51,69,80,1.76,CF,1679078261
233,mahebourg,-20.4081,57.7,26.81,94,75,1.54,MU,1679078262
234,kenai,60.5544,-151.2583,-3.25,89,100,13.89,US,1679078137
235,luderitz,-26.6481,15.1594,17.47,86,76,4.09,NA,1679078263
236,esperance,-33.8667,121.9,17.27,70,100,3.52,AU,1679078263
237,port lincoln,-34.7333,135.8667,18.02,91,16,4.72,AU,1679078263
238,anchorage,61.2181,-149.9003,-1.31,79,100,4.92,US,1679078184
239,porto velho,-8.7619,-63.9039,29.03,70,40,1.54,BR,1679078264
240,progreso,21.2833,-89.6667,34.5,47,0,2.15,MX,1679078265
241,hithadhoo,-0.6,73.0833,28.14,75,100,3.35,MV,1679078265
242,port elizabeth,-33.918,25.5701,22.28,88,40,7.72,ZA,1679078217
243,rawah,34.4816,41.9093,17.72,55,0,6.49,IQ,1679078266
244,nouakchott,18.0858,-15.9785,22.96,77,6,4.54,MR,1679078267
245,kholodnyy,62.7167,147.95,-18.88,100,100,1.12,RU,1679078267
246,telfs,47.3,11.0667,15.71,72,94,2.7,AT,1679078268
247,sitka,57.0531,-135.33,6.94,53,75,8.23,US,1679078268
248,les cayes,18.2,-73.75,26.21,73,47,5.31,HT,1679078268
249,porto novo,6.4965,2.6036,29.9,76,7,4.85,BJ,1679078269
250,naze,28.3667,129.4833,18.51,91,81,10.12,JP,1679078269
251,markova,48.6758,24.4138,-0.31,65,26,1.53,UA,1679078270
252,karpinsk,59.7654,60.0085,0.14,97,100,1.64,RU,1679078270
253,tevaitoa,-16.7833,-151.5,27.91,75,100,6.45,PF,1679078270
254,cidreira,-30.1811,-50.2056,26.57,76,0,7.01,BR,1679078271
255,williston,48.147,-103.618,-11.22,72,100,4.02,US,1679078271
256,pitimbu,-7.4706,-34.8086,29.33,71,100,4.75,BR,1679078272
257,yar-sale,66.8333,70.8333,-15.7,95,100,5.75,RU,1679077996
258,gardez,33.5974,69.2259,6.25,83,69,1.33,AF,1679078272
259,pangody,65.85,74.4859,-10.45,95,100,5.08,RU,1679078273
260,zhigansk,66.7697,123.3711,-5.53,88,99,7.5,RU,1679078273
261,binzhou,37.3667,118.0167,7.1,68,100,3.48,CN,1679078273
262,kungurtug,50.5994,97.5228,-14.65,95,26,0.84,RU,1679078274
263,malibu,34.005,-118.8101,19.5,83,32,0.45,US,1679078218
264,sao filipe,14.8961,-24.4956,23.51,67,1,5.52,CV,1679078080
265,brae,60.3964,-1.353,4.81,68,41,7.03,GB,1679078275
266,yulara,-25.2406,130.9889,26.51,21,0,4.03,AU,1679078275
267,san patricio,28.017,-97.5169,13.93,48,49,8.39,US,1679078276
268,lompoc,34.6391,-120.4579,18.25,72,75,3.13,US,1679078276
269,tiarei,-17.5333,-149.3333,29.01,73,71,7.02,PF,1679078276
270,quelimane,-17.8786,36.8883,24.97,88,20,1.03,MZ,1679078277
271,ulladulla,-35.35,150.4667,18.2,93,10,1.89,AU,1679078277
272,siyabuswa,-25.1132,29.0445,22.12,44,29,2.04,ZA,1679078278
273,port blair,11.6667,92.75,28.02,74,40,1.54,IN,1679078278
274,maraa,-1.8333,-65.3667,30.0,63,100,0.57,BR,1679078278
275,rundu,-17.9333,19.7667,22.25,48,31,2.34,NA,1679078279
276,semnan,35.5729,53.3971,13.15,52,4,0.7,IR,1679078279
277,ust-koksa,50.2696,85.6108,-2.66,92,66,0.86,RU,1679078280
278,lima,-12.0432,-77.0282,26.14,65,0,4.63,PE,1679078280
279,kulhudhuffushi,6.6221,73.07,27.83,78,77,3.05,MV,1679078281
280,tigzirt,36.8886,4.1198,14.63,87,96,4.35,DZ,1679078281
281,kwinana,-32.25,115.7667,17.12,67,0,4.67,AU,1679078282
282,sungairaya,0.7,108.9,24.88,92,100,3.48,ID,1679078282
283,kodinsk,58.6881,99.1844,-0.18,90,100,4.47,RU,1679078283
284,carauari,-4.8828,-66.8958,26.03,91,99,1.03,BR,1679078283
285,huangchuan,32.1272,115.0394,5.14,90,100,2.2,CN,1679078284
286,la spezia,44.1105,9.8434,12.07,56,9,1.09,IT,1679078284
287,sol-iletsk,51.1631,54.9918,-1.05,83,89,2.39,RU,1679078285
288,tiznit,29.5833,-9.5,16.05,67,0,3.53,MA,1679078285
289,port hardy,50.6996,-127.4199,6.1,70,75,7.2,CA,1679078286
290,kondagaon,19.6,81.6667,19.89,65,10,1.62,IN,1679078286
291,kualakapuas,-3.0091,114.3876,23.12,98,100,0.58,ID,1679078286
292,hofn,64.2539,-15.2082,4.01,56,100,6.17,IS,1679078290
293,maxixe,-23.8597,35.3472,22.4,90,78,2.79,MZ,1679078291
294,zalantun,48.0,122.7167,-5.68,72,14,2.41,CN,1679078291
295,lerwick,60.1545,-1.1494,4.0,69,82,7.36,GB,1679078292
296,pisco,-13.7,-76.2167,30.03,54,0,5.66,PE,1679078293
297,sidney,-33.8679,151.2073,20.77,89,20,2.06,AU,1679078004
298,richards bay,-28.783,32.0377,22.5,89,98,3.2,ZA,1679078293
299,valledupar,10.4631,-73.2532,31.83,45,20,5.14,CO,1679078294
300,guaratinga,-16.5667,-39.5667,28.92,56,76,3.61,BR,1679078294
301,cacimba de dentro,-6.6417,-35.79,25.46,71,100,2.91,BR,1679078295
302,bathsheba,13.2167,-59.5167,29.34,54,20,7.72,BB,1679078295
303,san pedro,14.35,121.0167,25.57,76,20,1.54,PH,1679078296
304,rabo de peixe,37.8,-25.5833,15.24,86,100,4.0,PT,1679078296
305,aksum,14.1245,38.7244,17.39,27,27,3.11,ET,1679078297
306,lakes entrance,-37.8811,147.981,13.71,70,0,3.1,AU,1679078297
307,aykhal,66.0,111.5,-14.7,93,100,6.26,RU,1679078298
308,riberalta,-10.9833,-66.1,30.11,70,75,3.6,BO,1679078298
309,batemans bay,-35.7167,150.1833,18.94,93,20,1.97,AU,1679078299
310,luau,-10.7073,22.2247,17.75,96,100,1.51,AO,1679078300
311,bozdar,27.1828,68.636,24.6,45,99,3.23,PK,1679078300
312,camacha,33.0833,-16.3333,16.68,59,75,4.63,PT,1679078301
313,najran,17.4924,44.1277,20.36,66,74,0.44,SA,1679078301
314,saint-joseph,-21.3667,55.6167,25.21,81,100,0.47,RE,1679078302
315,keshod,21.3,70.25,24.08,63,12,2.95,IN,1679078302
316,bam,29.106,58.357,22.47,26,0,1.85,IR,1679078302
317,san vicente,-26.6167,-54.1333,25.9,66,100,0.44,AR,1679078303
318,robstown,27.7903,-97.6689,14.19,66,75,11.32,US,1679078303
319,sur,22.5667,59.5289,26.25,56,5,1.16,OM,1679078304
320,buritizeiro,-17.3511,-44.9622,31.46,38,100,4.37,BR,1679078094
321,fort nelson,58.8053,-122.7002,0.53,56,40,1.79,CA,1679078304
322,khandyga,62.6667,135.6,-18.97,99,96,2.2,RU,1679078305
323,zitacuaro,19.4372,-100.358,21.52,44,1,3.49,MX,1679078305
324,ambon,-3.6954,128.1814,24.08,94,40,3.09,ID,1679078306
325,dao,11.3937,122.6856,23.9,93,79,1.52,PH,1679078306
326,atar,20.5169,-13.0499,33.72,8,11,3.53,MR,1679078307
327,baykit,61.67,96.37,0.48,93,100,5.2,RU,1679078307
328,westport,41.1415,-73.3579,15.49,59,0,5.66,US,1679078048
329,san andres,12.5847,-81.7006,31.01,58,20,4.63,CO,1679078308
330,bambous virieux,-20.3428,57.7575,26.79,94,75,1.54,MU,1679078308
331,katsuura,35.1333,140.3,13.5,95,100,3.81,JP,1679078309
332,lingdong,46.5669,131.1453,-5.05,70,39,2.51,CN,1679078310
333,umm kaddadah,13.6017,26.6876,28.23,8,99,6.4,SD,1679078310
334,grand gaube,-20.0064,57.6608,26.88,81,100,0.89,MU,1679078312
335,san nicolas,18.1725,120.5953,23.95,88,20,1.54,PH,1679078312
336,vostok,46.4856,135.8833,-8.82,96,100,2.25,RU,1679078313
337,mwinilunga,-11.7358,24.4293,16.82,97,100,1.5,ZM,1679078313
